category,day_of_week,post_hour,followers,reel_duration_sec,num_hashtags,caption_length,has_music,has_trending_audio,collab_post,avg_past_views,past_engagement_rate,num_mentions,is_sponsored,views
fashion,Monday,21,1386,45,17,123,1,1,0,396,0.1463,8,0,9905
finance,Wednesday,15,2651,30,10,36,1,0,0,1412,0.0072,6,0,2834
food,Thursday,23,555,45,16,148,1,1,0,716,0.1096,8,0,3176
finance,Thursday,9,3768,15,28,105,1,1,0,10327,0.1426,2,0,7400
food,Sunday,20,855,90,2,102,0,0,1,176,0.0143,6,0,5118
comedy,Sunday,16,555,45,17,231,1,1,0,234,0.1306,5,0,3203
fitness,Friday,0,1554,15,3,145,1,0,0,5131,0.0654,1,1,2479
comedy,Tuesday,17,11070,30,18,16,1,1,0,161242,0.1323,5,0,68956
fashion,Wednesday,9,6349,15,30,158,0,1,0,117915,0.0497,2,0,86100
food,Saturday,20,16345,30,30,281,1,1,0,4740,0.1475,1,0,60149
fashion,Tuesday,3,932,45,8,277,1,0,0,543,0.0988,4,0,1464
gaming,Wednesday,0,4799,15,30,124,0,0,0,376,0.0959,4,0,2952
motivation,Thursday,3,105158,45,4,172,1,0,0,505,0.1219,1,0,70796
dance,Friday,3,60811,15,3,162,1,0,0,33,0.0683,2,1,54271
fashion,Tuesday,3,495,45,15,202,1,0,0,4297,0.0425,7,0,3190
motivation,Thursday,16,800,30,9,154,0,1,1,15408,0.0431,4,0,4416
finance,Wednesday,8,104343,45,8,260,0,0,0,837,0.0529,7,0,36360
comedy,Tuesday,18,11078,15,15,185,1,0,1,72099,0.0945,9,0,66216
finance,Saturday,12,3486,30,19,56,1,0,0,255801,0.1266,3,0,138802
dance,Tuesday,3,2851,30,21,216,1,0,0,6439,0.0774,3,0,4863
food,Thursday,4,7401,30,29,207,1,1,1,286,0.0635,5,0,10827
gaming,Tuesday,12,7570,30,25,201,1,0,0,197,0.1201,9,0,10311
motivation,Saturday,22,1882,30,16,73,1,0,0,5157,0.047,4,0,10543
gaming,Friday,15,3663,90,30,84,1,0,0,9014,0.1049,4,0,7205
fitness,Friday,21,1767,15,28,119,1,0,1,294,0.0203,8,0,18094
fashion,Thursday,4,6659,45,17,13,1,0,0,107,0.0214,5,0,4377
food,Wednesday,7,1302,30,14,128,1,1,0,35,0.0984,2,0,4925
fitness,Thursday,15,501,30,19,281,1,1,1,136,0.017,3,0,6924
education,Friday,0,69959,30,8,48,1,0,0,475,0.0275,8,0,7588
fashion,Monday,22,4336,60,5,241,0,0,0,9710,0.0955,5,0,10363
finance,Monday,5,104265,30,5,52,1,1,0,348,0.0685,7,0,11577
comedy,Tuesday,10,151,60,10,264,1,0,0,2,0.0864,6,0,2760
motivation,Saturday,15,361,7,24,68,0,0,1,295,0.1467,0,0,5984
dance,Sunday,4,11387,45,27,39,1,0,0,563,0.0966,0,0,4724
dance,Sunday,15,4342,15,19,183,1,1,0,539,0.0907,9,0,10012
finance,Sunday,6,611,30,2,132,1,1,0,6,0.0601,6,0,5635
travel,Tuesday,18,38013,30,22,55,1,0,0,554,0.0965,1,0,31095
dance,Monday,0,1026,30,11,254,1,0,0,15368,0.0069,8,0,6849
motivation,Friday,8,42505,30,14,4,0,1,0,431,0.0858,9,0,20936
finance,Tuesday,17,4329,15,6,68,1,1,0,284,0.015,8,0,910
food,Sunday,12,716,30,24,51,0,1,0,234,0.0369,1,0,11489
dance,Sunday,14,1474,30,30,97,1,1,0,1489,0.0867,8,0,10593
gaming,Thursday,2,58097,15,21,160,1,1,0,52,0.1019,8,1,13831
finance,Sunday,23,2875,15,17,270,1,0,0,113,0.0608,9,1,2520
motivation,Saturday,9,28288,45,21,64,1,0,0,10344,0.0658,5,0,15772
gaming,Sunday,8,61132,45,14,242,1,0,0,4197,0.0772,4,0,33017
fashion,Thursday,12,4252,15,7,261,1,0,0,370,0.1151,9,0,24224
fashion,Sunday,15,3288,15,21,211,1,1,0,2900,0.0076,1,0,8872
dance,Saturday,2,2370,15,8,153,1,1,0,174,0.0698,5,0,6509
gaming,Friday,21,9262,60,14,233,1,1,0,169,0.0071,8,1,29302
comedy,Tuesday,22,73915,45,15,139,1,1,0,163,0.0513,2,0,132918
fashion,Saturday,14,539,7,19,114,1,0,0,47,0.0804,2,0,8509
comedy,Thursday,16,7291,60,2,129,1,1,0,907,0.0166,3,0,8714
food,Tuesday,13,6745,7,26,177,1,0,0,58707,0.0754,9,0,24869
finance,Tuesday,6,191,15,4,94,1,1,0,20,0.1391,3,0,914
fitness,Thursday,19,994,60,2,100,0,0,0,31952,0.1044,0,0,13494
motivation,Monday,15,1438,60,26,195,1,0,0,4,0.1184,1,0,3846
finance,Sunday,20,19443,45,27,289,1,0,0,2975,0.0892,5,1,4794
motivation,Saturday,7,26638,30,1,207,1,0,0,26,0.135,4,0,43239
gaming,Thursday,3,168,15,1,94,1,0,0,3048,0.0263,9,0,2587
food,Friday,19,15530,60,3,102,1,0,0,215,0.0702,3,0,18491
education,Wednesday,23,12306,45,2,7,1,0,0,4611,0.0916,9,0,2838
dance,Thursday,14,13920,15,8,135,1,1,0,219,0.1317,8,0,33350
motivation,Sunday,4,6470,30,29,97,1,1,1,2941,0.0497,1,0,14050
motivation,Sunday,12,27195,60,22,260,1,1,0,711,0.0052,7,0,16723
gaming,Tuesday,5,40487,60,21,146,1,1,0,12286,0.1463,3,0,38746
comedy,Tuesday,4,259,45,25,184,1,0,0,743,0.0088,8,0,3369
finance,Thursday,16,4502,45,11,231,1,1,0,1658,0.0271,3,0,3524
education,Wednesday,6,3108,7,23,100,0,0,0,1225,0.0662,1,0,7315
travel,Thursday,5,1752,30,8,146,1,0,0,6285,0.077,5,0,4119
dance,Wednesday,1,2168,45,18,204,0,1,0,7052,0.126,8,0,18726
fitness,Wednesday,10,6878,7,11,45,1,0,0,1178,0.0699,6,0,1915
travel,Sunday,6,476,60,15,103,1,0,0,34,0.0844,0,0,4517
finance,Sunday,21,16434,90,25,221,1,1,0,154,0.034,8,0,6169
dance,Sunday,20,2529,15,22,117,1,1,0,5225,0.0875,5,0,20300
motivation,Friday,7,23726,60,24,4,1,1,0,49,0.0555,8,0,20334
fitness,Sunday,4,1610,45,0,210,1,0,0,249,0.0193,1,0,852
comedy,Saturday,17,1460,30,9,54,1,1,0,320,0.1422,6,0,8324
education,Tuesday,21,896,60,24,18,1,1,0,681,0.0168,7,0,6215
comedy,Tuesday,15,1626,15,29,87,1,1,0,511,0.1033,7,0,24229
food,Wednesday,13,1161,45,22,246,1,1,0,1169,0.1367,4,1,10339
gaming,Tuesday,11,10748,15,9,116,0,0,0,127,0.031,6,0,3777
dance,Monday,16,32363,45,29,169,1,0,0,190,0.0394,6,0,7857
comedy,Wednesday,4,9878,30,3,149,1,1,0,37828,0.0669,2,0,12279
travel,Tuesday,13,4275,15,28,294,1,1,0,17906,0.0477,1,0,16742
gaming,Monday,5,11806,30,30,207,1,0,0,3025,0.1151,4,0,6882
comedy,Friday,14,4602,15,10,282,1,1,0,3708,0.054,3,0,17591
fashion,Tuesday,6,5174,15,27,173,1,0,0,1828,0.1479,7,0,10961
food,Monday,13,2830,15,21,126,1,0,0,951,0.1295,4,0,5933
finance,Thursday,17,22156,45,10,155,1,0,0,185,0.1348,8,0,10261
education,Saturday,0,100,60,10,179,1,0,1,19172,0.0142,6,0,9507
food,Thursday,5,105,90,21,86,1,0,0,44297,0.0306,0,1,21615
gaming,Monday,2,31225,60,5,266,1,1,0,348,0.0296,1,0,26032
fashion,Wednesday,4,3450,60,14,81,1,0,0,9464,0.1024,7,0,11073
dance,Sunday,11,25617,7,1,63,1,0,0,438,0.0067,9,0,7382
travel,Sunday,10,1644,45,20,118,1,1,1,213,0.1219,7,0,8421
education,Sunday,12,100071,45,22,162,1,0,1,429,0.0843,1,0,46450
education,Wednesday,15,3843,15,21,292,1,1,0,482,0.0871,6,0,2621
food,Tuesday,17,11035,45,2,177,1,1,0,3386,0.0829,7,0,1435
gaming,Sunday,16,2197,30,26,29,1,0,0,416,0.0826,3,0,2085
dance,Thursday,16,977,60,27,160,0,1,0,5605,0.0337,2,1,10886
motivation,Wednesday,10,214,45,4,2,0,1,1,235,0.0461,9,0,2395
fashion,Wednesday,19,20216,90,28,23,1,1,0,899,0.0757,8,0,23726
motivation,Sunday,9,10014,15,23,58,1,0,0,105,0.1033,1,0,33972
travel,Thursday,15,5817,7,10,236,1,0,0,74,0.0444,2,0,2797
dance,Friday,1,633,90,20,239,1,0,0,2110,0.1219,7,0,2785
dance,Wednesday,16,62808,7,11,159,1,1,0,1257,0.1225,1,0,55663
fashion,Sunday,21,5946,30,25,59,1,1,0,403,0.0447,4,0,23909
fitness,Saturday,19,17416,30,2,239,0,1,0,158,0.0862,9,0,31437
motivation,Monday,9,4888,60,8,58,1,0,0,99,0.0556,7,0,9298
comedy,Tuesday,12,691,15,26,52,1,0,0,2072,0.0326,6,1,3386
education,Wednesday,11,29330,7,2,63,0,0,1,254,0.1219,3,0,9906
fitness,Saturday,14,11063,30,1,120,1,0,0,26649,0.1488,9,0,20983
comedy,Saturday,6,3545,30,5,118,1,1,0,1459,0.087,8,0,14651
gaming,Wednesday,21,10727,15,23,285,1,0,0,2948,0.1375,1,0,35436
fashion,Friday,20,21409,60,5,17,1,0,0,17240,0.0981,6,0,30361
gaming,Monday,12,16128,45,16,4,0,1,0,196,0.087,6,0,19582
education,Tuesday,11,225,60,7,159,1,0,1,2529,0.0746,6,0,1719
finance,Wednesday,11,336,15,0,141,1,1,0,2813,0.0392,6,0,1506
comedy,Tuesday,1,18382,45,24,17,1,0,0,366,0.0172,4,0,5330
fitness,Thursday,4,1403,90,7,67,1,1,0,47,0.0691,0,0,6672
comedy,Saturday,1,744,30,21,113,1,0,0,13,0.0864,3,0,3476
comedy,Saturday,22,9602,15,14,21,0,0,1,168,0.0789,4,0,17276
fashion,Wednesday,19,704,90,17,19,1,1,0,9622,0.1059,9,1,32607
gaming,Wednesday,12,2074,30,12,262,1,1,0,215,0.0329,3,0,1957
motivation,Thursday,2,22790,60,24,97,1,0,0,7055,0.0564,6,0,13576
finance,Friday,10,321,15,7,104,1,1,0,225,0.0653,1,0,1434
fashion,Wednesday,15,418,45,28,285,1,1,0,1131,0.032,1,1,3088
travel,Saturday,0,270,60,19,4,1,0,1,2982,0.1364,1,0,10262
fashion,Tuesday,18,1043,30,17,128,1,1,0,8127,0.1038,9,0,32116
education,Monday,10,5703,15,12,158,1,0,1,411,0.0183,2,0,3184
finance,Sunday,8,1613,15,13,250,1,0,0,287,0.1084,4,0,4145
dance,Tuesday,13,73572,15,14,275,1,0,0,19,0.0844,9,0,19777
travel,Friday,8,11154,30,5,82,1,0,0,438,0.081,8,0,11463
food,Monday,6,4751,45,0,117,1,0,0,793603,0.1485,2,0,334492
fashion,Tuesday,15,48114,15,6,28,0,0,0,669,0.0946,5,0,14740
comedy,Tuesday,2,447,15,0,137,1,0,0,60,0.135,5,0,926
motivation,Thursday,18,23384,30,14,156,1,1,0,765,0.1375,5,0,20338
dance,Sunday,3,3212,30,28,30,1,1,0,4552,0.0197,4,0,9278
fashion,Friday,6,2165,30,5,285,1,0,0,312,0.0062,1,0,1661
fashion,Saturday,22,14763,45,4,152,1,0,0,117,0.0681,0,0,20162
fitness,Thursday,11,2339,60,11,57,1,1,0,166900,0.1165,4,0,43379
fitness,Monday,17,6818,15,25,86,1,0,0,2307,0.1245,7,0,7071
dance,Sunday,4,4105,30,29,122,0,0,0,23464,0.1192,9,1,16849
gaming,Saturday,22,8532,30,2,190,1,0,0,492,0.0699,4,0,13210
fitness,Thursday,22,1972,7,21,292,1,1,1,38055,0.1137,2,0,44941
comedy,Sunday,21,26060,30,19,27,1,0,1,6733,0.1092,2,0,50846
travel,Friday,9,124,60,13,154,1,0,0,3048,0.0505,1,1,4008
food,Wednesday,11,15577,7,27,229,1,1,1,93,0.0295,6,0,7600
finance,Wednesday,7,163,7,5,36,0,0,0,251,0.0951,1,0,1312
food,Monday,18,1266,45,3,5,1,0,0,2697,0.1032,5,0,4045
food,Wednesday,14,12584,45,14,224,1,1,0,547,0.0874,7,0,21386
finance,Thursday,0,131,30,16,32,0,0,0,2310,0.0359,7,0,3349
fitness,Monday,2,6632,45,4,88,1,1,0,422,0.0451,1,0,2448
dance,Saturday,17,416,90,23,39,1,0,0,2547,0.1077,5,0,10494
finance,Friday,17,858,15,5,168,1,0,0,295,0.1446,2,1,980
education,Monday,1,790,15,9,297,1,0,0,2698,0.142,8,0,4438
gaming,Saturday,4,437,15,8,17,0,1,0,145,0.0804,2,0,1311
travel,Monday,0,218,45,3,14,1,0,0,552,0.1336,0,0,1140
motivation,Tuesday,9,204462,30,25,131,1,0,0,713,0.0093,8,0,55825
fitness,Tuesday,19,3538,90,8,289,1,1,0,180,0.1299,7,0,11413
gaming,Monday,9,529,45,7,293,1,1,1,303,0.074,1,0,2284
finance,Sunday,4,1786,30,2,208,1,0,0,1920,0.1183,9,1,3253
education,Wednesday,17,5250,15,29,278,1,0,0,4517,0.0058,9,1,3669
motivation,Tuesday,20,2485,30,21,275,1,0,0,1810,0.1309,2,0,6622
travel,Sunday,14,502,15,19,276,1,0,1,3021,0.0913,6,0,6072
travel,Sunday,19,973,60,0,75,1,1,0,1301,0.0398,5,1,2966
fitness,Friday,7,41534,30,24,297,1,1,0,273,0.0554,7,0,50306
finance,Saturday,16,393,15,19,111,1,0,1,34,0.0341,9,0,7281
gaming,Thursday,11,135,30,26,265,0,0,0,380,0.0665,4,0,7331
dance,Tuesday,20,2444,15,29,71,1,1,0,859,0.0529,4,0,12142
gaming,Monday,11,151,30,4,20,1,1,0,312,0.0825,1,0,2252
gaming,Wednesday,0,955,7,2,187,1,0,0,24482,0.1231,5,0,7215
travel,Thursday,3,516,30,3,120,1,0,0,1906,0.1474,4,0,4143
dance,Saturday,7,524,30,28,140,1,0,1,913,0.0415,8,0,22694
dance,Sunday,0,5570,30,24,203,1,1,0,3275,0.0204,2,0,8602
fitness,Saturday,14,7806,45,30,208,1,0,0,62624,0.0624,4,0,61581
motivation,Tuesday,17,1152,7,22,8,1,1,0,624,0.0258,2,0,4856
fashion,Saturday,0,4146,30,23,184,1,0,0,159,0.126,8,0,12262
food,Saturday,10,1053,30,18,295,1,1,0,2087,0.0777,8,0,7940
food,Wednesday,22,10112,30,14,200,1,0,0,110,0.0949,9,1,9981
travel,Sunday,1,343,90,18,63,1,0,0,162,0.0268,6,0,3185
fashion,Wednesday,0,6617,15,30,24,1,0,0,18920,0.1137,0,0,12751
motivation,Wednesday,11,7585,45,15,155,1,0,1,14641,0.1462,8,0,6041
fashion,Monday,15,329312,30,29,220,1,0,1,4025,0.0749,8,0,138507
fitness,Saturday,21,208,30,22,291,1,1,0,2391,0.1446,9,0,5911
gaming,Saturday,21,585586,45,7,138,1,0,0,95,0.01,4,0,195442
travel,Saturday,9,19187,15,13,20,1,0,0,217,0.0102,1,0,7421
dance,Friday,17,131816,45,4,153,1,0,0,15460,0.1442,0,0,75395
travel,Wednesday,14,25071,7,0,67,1,0,0,397,0.1065,1,0,9725
food,Thursday,16,899,30,18,40,1,0,0,221,0.0324,3,0,854
motivation,Tuesday,9,16060,45,4,14,1,0,0,750,0.0578,3,0,5443
fashion,Sunday,2,1483,15,2,278,1,0,0,3477,0.0786,0,0,1431
motivation,Thursday,20,4193,45,30,168,1,0,0,724,0.1069,7,0,7596
fitness,Sunday,15,593,15,29,133,1,0,0,768,0.1271,9,1,30405
travel,Monday,5,1448,45,16,198,0,0,0,14,0.017,7,0,1529
finance,Monday,2,24699,30,6,237,1,0,0,951,0.1002,7,0,8255
travel,Sunday,8,10811,45,16,111,1,1,1,8061,0.0741,4,0,12431
dance,Saturday,10,31058,60,25,51,1,0,0,956,0.0917,9,0,15441
travel,Thursday,20,397,30,12,136,1,0,1,68862,0.0787,1,0,23520
education,Saturday,12,169,15,21,254,1,1,0,258,0.0704,3,0,9765
fitness,Friday,17,35706,60,21,114,1,0,0,411,0.0348,0,1,21025
comedy,Monday,21,31251,15,13,157,1,0,0,286,0.0735,9,0,16442
fitness,Monday,23,7192,30,22,299,1,0,0,271,0.0325,0,0,5806
fashion,Thursday,21,10452,90,11,263,1,1,0,3209,0.0115,9,1,9594
comedy,Monday,3,23320,45,10,98,1,1,1,632,0.0592,2,0,9506
fashion,Friday,21,6814,15,0,120,1,1,0,53566,0.0086,3,0,68370
fashion,Friday,23,12913,15,26,89,1,1,0,1797,0.0866,2,0,7320
dance,Friday,7,21304,15,2,29,1,1,0,191,0.0155,2,0,9552
dance,Tuesday,12,4153,30,11,229,0,1,0,150,0.0684,7,0,7291
gaming,Friday,9,2638,15,8,138,1,0,1,30741,0.1471,3,0,30093
food,Friday,1,9776,45,1,253,1,0,0,1705,0.0064,2,0,1638
gaming,Tuesday,7,289614,30,13,30,1,1,0,14920,0.0582,8,0,515059
gaming,Saturday,5,1068,90,4,161,0,1,0,1260,0.1026,0,0,1889
food,Wednesday,15,2263,60,2,155,1,0,0,1132,0.028,7,0,4287
finance,Monday,17,208,60,11,116,0,0,0,15987,0.0863,4,0,6905
comedy,Friday,16,10749,15,11,190,0,1,0,2311,0.0424,7,0,6399
motivation,Monday,5,1893,30,28,175,1,0,0,2261,0.0373,9,0,5926
gaming,Thursday,12,395,15,20,4,1,0,0,487,0.1348,2,0,3885
travel,Monday,22,4383,15,6,11,1,1,0,6265,0.0345,5,0,7956
travel,Sunday,13,72427,30,0,58,1,0,1,945,0.0596,6,1,49968
fashion,Saturday,20,2608,60,2,298,1,0,0,361,0.0296,7,0,5371
food,Tuesday,9,3075,7,10,249,1,1,1,81224,0.0462,6,0,53895
fashion,Monday,23,67526,15,12,92,1,0,0,602,0.0475,6,0,10896
education,Monday,10,4870,15,21,110,0,1,0,225,0.0524,1,1,3049
education,Monday,12,559,45,22,294,1,1,0,10666,0.098,2,0,7965
motivation,Wednesday,11,16986,90,9,16,1,1,1,4261,0.1127,5,0,9326
dance,Wednesday,8,37207,7,18,219,1,1,0,291,0.079,2,1,13035
dance,Thursday,3,3426,30,3,298,1,0,0,936,0.0935,8,1,6667
food,Tuesday,6,6216,60,21,4,1,0,0,4179,0.1229,8,0,33039
food,Monday,23,463,15,4,128,1,1,0,1673,0.1499,5,0,2107
gaming,Monday,21,1025,45,10,111,1,0,0,5281,0.0712,0,1,5170
education,Monday,1,2698,15,8,23,1,0,0,1082,0.1408,0,0,2052
gaming,Monday,6,5644,30,12,28,1,1,0,5631,0.0761,3,0,18062
dance,Wednesday,8,1610,30,27,131,0,1,1,591,0.1184,9,0,20449
comedy,Saturday,4,2521,45,16,43,1,1,0,301,0.0881,7,0,13201
comedy,Saturday,14,3932,15,14,206,0,1,0,9009,0.1332,2,0,21190
food,Thursday,17,815,15,12,215,1,1,0,1962,0.0701,3,0,4860
fashion,Sunday,3,3029,15,20,243,0,1,0,4332,0.1059,5,0,7667
dance,Friday,18,39367,30,10,30,1,0,1,12691,0.0726,8,0,34114
comedy,Tuesday,19,1681,60,0,265,1,0,1,348,0.1293,3,1,3237
dance,Saturday,6,970,60,7,10,1,1,0,3180,0.1492,2,0,8257
fitness,Sunday,7,209656,7,22,81,0,0,1,113548,0.0403,9,0,191675
travel,Monday,16,7376,60,4,155,1,1,0,796,0.0738,9,0,1922
education,Saturday,12,1222,7,21,165,1,1,0,98,0.0168,8,0,9259
gaming,Thursday,23,15651,30,15,207,1,1,0,5676,0.0254,6,0,4024
dance,Friday,20,7793,45,3,23,1,1,0,39,0.1397,8,0,22648
travel,Saturday,22,1761,7,24,294,1,1,0,122,0.0838,9,0,22112
fitness,Thursday,10,4500,7,29,178,0,0,0,1110,0.0623,5,0,8426
gaming,Wednesday,0,2908,15,18,49,1,0,0,1035,0.1024,3,0,2970
dance,Friday,1,29206,45,17,6,1,0,0,1597,0.0862,4,0,25911
food,Thursday,16,16754,30,22,99,0,0,0,90559,0.0469,9,0,54364
travel,Sunday,4,103,30,28,80,1,0,0,1298,0.0379,1,0,10128
gaming,Saturday,5,151030,60,1,240,1,1,0,345,0.0906,2,0,110359
dance,Wednesday,23,2924,45,12,180,0,0,0,304,0.0323,4,0,6110
travel,Sunday,6,109125,45,15,292,0,0,0,440,0.0252,2,0,24431
fitness,Thursday,20,17834,30,21,82,1,0,1,96,0.0512,2,0,10105
dance,Thursday,14,7683,7,26,53,0,0,1,3361,0.1299,8,0,25432
dance,Sunday,18,4148,15,7,89,1,0,0,2005,0.0103,3,0,11260
dance,Saturday,15,704891,45,18,202,1,0,0,2789,0.1258,3,0,322686
motivation,Friday,12,3014,45,2,30,0,1,0,5439,0.095,0,0,2904
food,Wednesday,4,1467,90,18,192,1,0,0,3784,0.0109,6,0,5982
fitness,Monday,2,1726,15,16,99,1,0,0,69,0.0923,9,0,4172
gaming,Tuesday,2,4924,15,8,88,1,0,0,624,0.0668,8,0,4639
motivation,Friday,18,4908,15,20,122,1,1,0,678,0.127,7,1,21338
fashion,Wednesday,13,29948,15,24,46,0,1,0,17231,0.1365,1,0,60385
motivation,Sunday,15,19241,30,20,145,1,1,0,20541,0.0465,5,0,16696
education,Thursday,21,19285,90,22,2,1,1,1,467,0.1187,9,0,14894
education,Sunday,16,3258,30,16,17,1,0,1,151,0.0499,9,0,3277
dance,Wednesday,3,16609,30,24,80,1,0,1,1505,0.0479,4,0,7317
motivation,Sunday,12,20057,45,0,152,1,0,1,579,0.0329,7,0,8420
fashion,Sunday,7,4260,7,30,298,1,1,0,927,0.1034,0,0,8280
motivation,Tuesday,18,8123,60,3,66,1,0,0,12471,0.0429,8,0,10775
food,Saturday,4,20011,30,22,88,1,1,0,1877,0.0724,8,0,16709
food,Tuesday,1,7187,15,26,134,1,0,1,420,0.1228,6,0,4702
fashion,Monday,14,8534,30,14,201,0,0,0,293,0.1198,7,0,10308
motivation,Monday,1,61868,30,11,178,1,0,0,62,0.129,8,0,51251
travel,Tuesday,10,7289,7,24,78,1,1,0,3377,0.0284,4,0,5124
food,Friday,12,1645,15,16,84,1,0,0,1928,0.0901,1,0,4816
food,Friday,22,436,30,11,20,1,1,0,3384,0.1377,0,1,8605
comedy,Sunday,9,6024,15,15,164,1,0,1,1060,0.0111,4,0,6539
motivation,Sunday,2,2706,15,29,27,1,0,1,132,0.1202,7,0,5432
food,Thursday,4,21056,30,12,236,0,0,0,1225,0.0407,9,0,5340
fitness,Monday,2,84107,30,10,287,1,0,0,10710,0.1021,3,0,16680
motivation,Thursday,5,770,45,14,184,1,0,0,1232,0.109,3,0,2287
education,Monday,12,997,90,28,154,0,0,1,29300,0.1392,3,0,10646
comedy,Tuesday,9,4705,45,15,122,1,0,1,1816,0.0788,7,1,6411
food,Friday,18,1164,30,5,86,1,1,0,56127,0.128,6,0,91270
comedy,Sunday,7,3295,60,26,201,1,0,0,66038,0.0116,0,0,71444
education,Friday,17,1872,30,25,39,1,0,0,182,0.066,9,0,8577
fashion,Tuesday,2,801,15,10,168,1,1,0,300,0.0687,5,0,1411
fashion,Thursday,23,21733,15,14,69,0,1,1,439,0.0831,3,0,11424
motivation,Thursday,23,5627,45,4,279,1,0,0,36,0.0748,1,0,2978
education,Wednesday,16,132543,45,2,26,1,1,0,2773,0.1454,2,0,126265
finance,Sunday,7,9378,90,25,130,1,1,0,2625,0.0164,3,0,7261
finance,Sunday,9,49979,30,1,276,0,0,0,1610,0.0434,9,0,8088
motivation,Sunday,1,1323,60,0,294,1,0,0,94,0.1455,6,0,2502
dance,Monday,11,1294,7,14,287,1,0,0,26290,0.0696,0,0,8459
comedy,Thursday,22,267685,30,1,253,1,0,1,25,0.0878,0,0,490709
comedy,Tuesday,5,1642,60,27,84,1,1,0,77,0.0167,2,1,6409
fashion,Thursday,1,890,15,28,8,1,0,0,6453,0.0462,1,0,5531
finance,Friday,20,596,15,19,49,1,0,0,2062,0.0107,2,0,5705
gaming,Monday,22,154562,30,5,0,0,1,0,321,0.0249,2,0,65808
food,Sunday,23,2997,45,11,3,1,1,0,1224,0.0968,0,0,1684
food,Saturday,2,10158,7,20,3,1,0,0,1419,0.1157,5,0,10053
food,Wednesday,16,6454,30,15,89,1,1,1,11558,0.1312,7,1,8192
fashion,Monday,6,1336,15,13,161,1,1,1,96,0.0415,4,0,6677
education,Friday,20,2883,30,3,154,1,1,0,1966,0.0533,0,0,2586
travel,Sunday,4,22521,90,7,14,0,0,0,9485,0.0876,9,0,19133
finance,Friday,22,541,15,11,31,1,0,0,148,0.0171,6,0,6824
finance,Friday,0,16539,7,22,62,1,0,1,989,0.122,9,0,11704
gaming,Sunday,7,64943,30,13,107,1,0,0,974,0.0751,8,0,79162
comedy,Friday,11,8318,30,19,13,0,0,0,43,0.145,6,0,4035
dance,Tuesday,13,54182,15,25,22,1,1,0,1967,0.022,8,0,38466
motivation,Wednesday,15,416,30,12,110,1,0,0,2216,0.0243,9,1,3773
comedy,Saturday,9,182,90,28,159,1,0,0,21862,0.0555,8,0,32440
education,Friday,14,7606,15,4,40,1,1,0,1050,0.035,1,0,2908
motivation,Friday,20,1710,15,11,281,1,0,0,2632,0.106,7,0,4536
finance,Thursday,23,23903,30,9,143,1,1,0,20835,0.1423,6,1,27411
education,Wednesday,14,2810,30,20,287,0,1,0,303,0.018,6,0,7278
motivation,Monday,9,6405,7,18,152,1,1,0,103,0.0401,1,0,13695
gaming,Wednesday,20,5686,30,12,81,1,0,1,1399,0.0395,0,0,19914
gaming,Wednesday,6,6022,90,8,225,0,1,0,739,0.0788,3,0,3791
fitness,Sunday,2,1850,15,10,151,1,1,1,914,0.0705,6,1,4045
travel,Sunday,1,421,30,4,258,0,1,0,470,0.1104,5,0,1936
gaming,Sunday,5,3312,7,27,78,1,1,0,204,0.1112,9,0,12982
finance,Saturday,20,66841,30,12,194,1,0,0,7104,0.088,1,0,90817
dance,Wednesday,8,1642,30,9,222,1,0,0,1052,0.0907,6,0,4081
food,Saturday,9,1626,30,17,265,0,1,0,97826,0.1271,9,0,59911
fitness,Friday,3,6527,30,28,229,0,1,0,137,0.0626,8,0,16816
food,Sunday,2,590,15,14,149,1,1,0,60639,0.0068,1,0,10925
travel,Friday,8,29919,45,19,135,1,0,1,1968,0.0359,9,0,12682
motivation,Sunday,23,701,30,11,122,1,0,1,1138,0.0101,4,0,3975
fashion,Tuesday,21,2919,15,3,109,1,0,0,121,0.0621,1,0,6634
gaming,Saturday,16,474508,90,4,142,1,1,0,291,0.0569,0,0,99347
dance,Saturday,13,628,7,7,69,1,1,1,13592,0.0193,6,1,17392
travel,Monday,9,69582,45,4,53,1,0,1,5,0.1145,1,0,48944
food,Thursday,12,6113,30,0,39,1,1,0,30,0.0852,5,1,11158
fitness,Wednesday,11,7880,30,17,196,1,0,0,43,0.0377,6,1,6243
gaming,Monday,0,1144,15,30,26,1,0,0,11408,0.1151,0,0,2853
finance,Saturday,21,20697,15,18,298,1,0,0,4278,0.1019,8,0,11951
gaming,Monday,18,2543,7,18,179,1,1,0,144,0.0328,5,0,14646
fitness,Tuesday,18,622,45,9,45,1,1,0,426,0.1475,1,1,5274
fitness,Thursday,5,67520,45,21,141,0,0,0,1421,0.0307,0,1,8012
fashion,Saturday,12,2453,45,8,97,1,0,0,8428,0.1169,0,1,14379
gaming,Saturday,18,172,60,25,125,0,1,0,144,0.1454,1,1,11163
gaming,Wednesday,12,3030,60,0,57,1,0,1,1431,0.1102,8,0,1671
fashion,Sunday,21,21047,30,21,176,1,1,0,550,0.1015,1,0,9876
education,Thursday,20,15788,45,24,206,1,1,0,892,0.136,0,0,21453
education,Tuesday,3,1550,7,19,284,1,0,0,182,0.044,3,0,6872
motivation,Friday,23,846,60,25,153,1,0,1,1668,0.0452,8,0,7344
education,Monday,1,420,60,2,26,1,0,0,229,0.098,7,0,477
